,count,mean,std,min,25%,50%,75%,max
Imputedprice,237.0,1.1714767932489454,1.9430011112490642,0.0,0.0,0.0,1.99,9.99
Imputedscore,237.0,4.039772028045007,0.7328223004356452,0.0,3.967125,4.1861095,4.42372,4.923077
Imputedreviews,237.0,278056.1448663854,967550.9169919795,0.0,607.0,15333.0,101536.0,9440385.0
size,237.0,50.81012658227848,35.94053797453737,0.0,25.0,41.0,75.0,154.0
DaysSinceReleased,237.0,1941.451476793249,900.5764224998567,674.0,1145.0,1797.0,2667.0,3943.0
