,parameter,pvalue
const,12.24,0.0
genreId_GAME_ROLE_PLAYING_NicheDummy,0.994,0.008
PostDummy,0.189,0.0
genreId_GAME_ROLE_PLAYING_PostXNicheDummy,-0.013,0.829
