,parameter,pvalue
const,0.985,0.0
genreId_HOUSE_AND_HOME_NicheDummy,-0.348,0.012
PostDummy,0.004,0.81
genreId_HOUSE_AND_HOME_PostXNicheDummy,0.003,0.846
