,parameter,pvalue
const,0.434,0.0
genreId_PHOTOGRAPHY_NicheDummy,0.032,0.651
PostDummy,-0.013,0.314
genreId_PHOTOGRAPHY_PostXNicheDummy,0.013,0.314
