,parameter,pvalue
const,0.957,0.0
genreId_HOUSE_AND_HOME_NicheDummy,-0.358,0.012
PostDummy,0.004,0.822
genreId_HOUSE_AND_HOME_PostXNicheDummy,0.004,0.807
