,parameter,pvalue
const,10.73,0.0
genreId_ART_AND_DESIGN_NicheDummy,-0.507,0.469
PostDummy,0.218,0.001
genreId_ART_AND_DESIGN_PostXNicheDummy,0.078,0.347
