,parameter,pvalue
const,0.411,0.0
genreId_BOOKS_AND_REFERENCE_NicheDummy,0.19,0.004
PostDummy,-0.0,0.407
genreId_BOOKS_AND_REFERENCE_PostXNicheDummy,-0.009,0.315
