,parameter,pvalue
const,0.081,0.094
genreId_PHOTOGRAPHY_NicheDummy,0.025,0.128
PostDummy,0.393,0.0
genreId_PHOTOGRAPHY_PostXNicheDummy,-0.076,0.214
