,parameter,pvalue
const,0.087,0.124
genreId_MUSIC_AND_AUDIO_NicheDummy,-0.011,0.629
PostDummy,0.329,0.0
genreId_MUSIC_AND_AUDIO_PostXNicheDummy,0.044,0.488
