,parameter,pvalue
const,0.465,0.009
genreId_HEALTH_AND_FITNESS_NicheDummy,0.016,0.928
PostDummy,0.001,0.856
genreId_HEALTH_AND_FITNESS_PostXNicheDummy,-0.003,0.731
