,parameter,pvalue
const,-0.022,0.629
genreId_BOOKS_AND_REFERENCE_NicheDummy,-0.023,0.234
PostDummy,0.331,0.0
genreId_BOOKS_AND_REFERENCE_PostXNicheDummy,0.009,0.881
