,parameter,pvalue
const,0.249,0.247
genreId_GAME_ADVENTURE_NicheDummy,0.122,0.436
PostDummy,0.006,0.599
genreId_GAME_ADVENTURE_PostXNicheDummy,-0.004,0.716
