,parameter,pvalue
const,0.873,0.0
genreId_GAME_EDUCATIONAL_NicheDummy,-0.311,0.014
PostDummy,0.01,0.468
genreId_GAME_EDUCATIONAL_PostXNicheDummy,0.001,0.957
