,parameter,pvalue
const,0.076,0.0
Leaders_category_LIFESTYLE_NicheDummy,-0.008,0.488
PostDummy,0.002,0.287
Leaders_category_LIFESTYLE_PostXNicheDummy,-0.003,0.082
