,parameter,pvalue
const,0.065,0.196
Leaders_category_LIFESTYLE_NicheDummy,0.025,0.04
PostDummy,0.5,0.0
Leaders_category_LIFESTYLE_PostXNicheDummy,-0.026,0.657
