,False,True,count
containsAdsTrue,217,33,250
offersIAPTrue,156,94,250
paidTrue,170,80,250
contentRatingAdult,244,6,250
top_digital_firms,226,24,250
NicheDummy,66,184,250
minInstallsTop,216,34,250
minInstallsMiddle,138,112,250
